Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
Felix Ramires,COL,0,0,0,6.92847,1,0,0,0,1,5,1,1,1,0,1,0,1,5.4783,7.0713,0.774723,1.47,0.123619,0.159565,-0.0359463915228843,0.300597,2.014,0.321338,0.671807,0.442163,,6.53176,-0.0212667,-0.0354658,999.0,,,,sa3005828
Luis Tena,,0,0,0,6.01164,1,0,0,0,1,5,1,1,1,0,1,0,1,5.7168,6.5709,0.870018,1.32,0.133082,0.152965,-0.0198826640844345,0.278418,1.8421,0.300527,0.690569,0.435998,,6.0857,-0.0213309,-0.0496318,999.0,,,,sa3005863
Wilgenis Alvarado,,0,0,0,5.79006,1,0,0,0,1,5,1,1,1,0,1,0,1,5.364,7.0614,0.759623,1.134,0.12378,0.162949,-0.0391692593693733,0.278817,1.8922,0.301984,0.700781,0.472002,,6.08593,-0.0213336,-0.0496318,999.0,,,,sa3008708
Yunior Thibo,PIT,0,0,0,6.08958,1,0,0,0,1,5,1,1,1,0,1,0,1,5.2002,6.795,0.765298,1.228,0.12,0.156802,-0.036801666021347,0.2832,1.891,0.303166,0.687362,0.461816,,6.14171,-0.0213375,-0.0485816,999.0,,,,sa3015217
Over Galue,TBR,0,0,0,5.60439,1,0,0,0,1,5,1,1,1,0,1,0,1,5.4774,5.9094,0.926896,1.249,0.130377,0.14066,-0.0102827697992324,0.275391,1.7496,0.296202,0.695424,0.467531,,5.79664,-0.0213407,-0.0562033,999.0,,,,sa3008533
Freicer Perez,,0,0,0,6.06735,1,0,0,0,1,5,1,1,1,0,1,0,1,5.9049,5.6961,1.03666,1.555,0.139477,0.134545,0.0049319565296173,0.276304,1.7445,0.293913,0.686006,0.374012,,6.08904,-0.0213685,-0.0496318,999.0,,,,sa873207
Teodoro Ortega,TEX,0,0,0,5.94324,1,0,0,0,1,5,1,1,1,0,1,0,1,5.9652,6.2163,0.959606,1.422,0.139772,0.145656,-0.00588358938694,0.274322,1.7887,0.29543,0.693142,0.406997,,6.05903,-0.0213696,-0.0516874,999.0,,,,sa3006486
Joe DeMers,OAK,0,0,0,5.69412,1,0,0,0,1,5,1,1,1,0,0,0,1,4.662,4.4721,1.04246,1.466,0.112609,0.108022,0.0045869648456573,0.281156,1.6353,0.289632,0.683813,0.392384,,5.84699,-0.0213808,-0.0563902,999.0,,,,sa3008597
Adrian Del Moral,,0,0,0,6.04773,1,0,0,0,1,5,1,1,1,0,1,0,1,5.3073,6.1407,0.864283,1.268,0.123783,0.14322,-0.0194374471902847,0.284322,1.8259,0.304626,0.681237,0.445738,,5.98999,-0.0213896,-0.0470028,999.0,,,,sa3006816
Francis Rivera,COL,0,0,0,7.13808,1,0,0,0,1,5,1,1,1,0,1,0,1,5.2335,6.1488,0.851142,1.661,0.119429,0.140316,-0.0208872556686401,0.306408,1.9509,0.321289,0.658367,0.428616,,6.54375,-0.0213936,-0.0354658,999.0,,,,sa3009217
Danny Denz,SDP,0,0,0,5.82804,1,0,0,0,1,5,1,1,1,0,1,0,1,5.8122,6.1011,0.952648,1.494,0.137551,0.144388,-0.0068370699882507,0.269039,1.7448,0.285655,0.698955,0.375367,,6.16703,-0.0214095,-0.0520774,999.0,,,,sa3015368
Esmerlin Vinicio,SFG,0,0,0,5.79528,1,0,0,0,1,5,1,1,1,0,1,0,1,5.4927,6.4467,0.852017,1.162,0.128484,0.1508,-0.0223158001899719,0.279398,1.8285,0.303302,0.691612,0.453037,,5.87818,-0.0214226,-0.0500724,999.0,,,,sa3014708
Brendan Bell,PHI,0,0,0,6.165,1,0,0,0,1,5,1,1,1,0,1,0,1,5.5008,6.5169,0.844082,1.433,0.127893,0.151517,-0.0236241966485977,0.281032,1.8507,0.298723,0.688971,0.439591,,6.27052,-0.021442,-0.0472441,999.0,,,,sa3011236
Jackson Hicks,MIN,0,0,0,5.89311,1,0,0,0,1,5,1,1,1,0,1,0,1,5.7366,5.9148,0.969872,1.374,0.135186,0.139385,-0.0041993558406829,0.276499,1.7669,0.296908,0.689108,0.407795,,5.9271,-0.0214499,-0.0529678,999.0,,,,sa3017280
Sean Mullen,TBR,0,0,0,5.66397,1,0,0,0,1,5,1,1,1,0,1,0,1,5.5782,5.1435,1.08451,1.426,0.134011,0.123568,0.010443240404129,0.274925,1.6712,0.292156,0.690503,0.410455,,5.80761,-0.0214698,-0.0562033,999.0,,,,sa3017843
Zach Cable,CHW,0,0,0,6.05619,1,0,0,0,1,5,1,1,1,0,1,0,1,6.1695,6.4008,0.963864,1.543,0.143952,0.149349,-0.0053968727588653,0.274041,1.8089,0.294175,0.697569,0.404795,,6.23941,-0.0215003,-0.0512011,999.0,,,,sa3016935
Keegan McCarville,,0,0,0,6.07545,1,0,0,0,1,5,1,1,1,0,1,0,1,5.6664,5.8914,0.961809,1.49,0.133277,0.138569,-0.0052921324968338,0.279006,1.7776,0.296437,0.686884,0.391999,,6.10245,-0.0215193,-0.0496318,999.0,,,,sa1119731
Garrett Lawson,,0,0,0,5.85315,1,0,0,0,1,5,1,1,1,0,1,0,1,5.7123,6.876,0.830759,1.257,0.132533,0.159532,-0.0269993841648101,0.275074,1.8572,0.297995,0.6999,0.429994,,6.1031,-0.0215265,-0.0496318,999.0,,,,sa3014785
Hendry Nunez,DET,0,0,0,5.92911,1,0,0,0,1,5,1,1,1,0,1,0,1,5.7357,6.2037,0.924561,1.332,0.134736,0.145729,-0.0109936594963073,0.273981,1.7801,0.294994,0.686566,0.40003,,6.00793,-0.0215285,-0.0519513,999.0,,,,sa3006585
Bryan PeÃ±a,WSN,0,0,0,6.07239,1,0,0,0,1,5,1,1,1,0,1,0,1,5.6664,6.6474,0.852423,1.456,0.131909,0.154745,-0.0228368043899536,0.273917,1.8289,0.291162,0.694766,0.384968,,6.33414,-0.0215351,-0.0465365,999.0,,,,sa3006483
Blake Seigler,LAA,0,0,0,6.13476,1,0,0,0,1,5,1,1,1,0,1,0,1,6.1677,7.038,0.876343,1.403,0.142622,0.162747,-0.0201248675584793,0.275432,1.8772,0.29961,0.694232,0.435223,,6.25449,-0.0215457,-0.0495741,999.0,,,,sa3017899
Shane Gustafson,,0,0,0,6.03558,1,0,0,0,1,5,1,1,1,0,1,0,1,5.1804,5.9931,0.864394,1.382,0.121383,0.140426,-0.0190425962209701,0.283053,1.8055,0.299078,0.686127,0.432001,,6.10515,-0.0215496,-0.0496318,999.0,,,,sa3019610
Alexuan Vega,SDP,0,0,0,5.7969,1,0,0,0,1,5,1,1,1,0,1,0,1,4.8699,6.4161,0.759013,1.293,0.11406,0.150274,-0.0362141504883766,0.279161,1.8248,0.293561,0.699713,0.440252,,6.1809,-0.0215549,-0.0520679,999.0,,,,sa3008334
Ben Miller,SDP,0,0,0,5.76666,1,0,0,0,1,5,1,1,1,0,1,0,1,4.9176,6.4341,0.764303,1.289,0.115177,0.150696,-0.0355185493826866,0.277694,1.8194,0.292379,0.700542,0.440252,,6.18132,-0.0215596,-0.0520679,999.0,,,,sa3017208
Alberto Sojo,,0,0,0,6.06582,1,0,0,0,1,5,1,1,1,0,1,0,1,5.6853,6.1479,0.924755,1.436,0.133158,0.143992,-0.0108347386121749,0.278637,1.8018,0.297534,0.688029,0.405999,,6.11055,-0.0216103,-0.0496318,999.0,,,,sa3009466
Charlie Cerny,OAK,0,0,0,5.73777,1,0,0,0,1,5,1,1,1,0,1,0,1,5.2362,5.9859,0.874756,1.224,0.123577,0.14127,-0.0176932960748672,0.278305,1.7759,0.297785,0.689814,0.450208,,5.86693,-0.0216137,-0.0563902,999.0,,,,sa3007230
Maycold Leon,MIA,0,0,0,5.80014,1,0,0,0,1,5,1,1,1,0,1,0,1,5.7645,6.66,0.865541,1.265,0.134446,0.155332,-0.0208858102560043,0.273024,1.8256,0.295775,0.698971,0.411389,,6.02205,-0.0216163,-0.0510874,999.0,,,,sa3008693
Xavier Javier,,0,0,0,6.0561,1,0,0,0,1,5,1,1,1,0,1,0,1,5.4198,5.994,0.904204,1.423,0.127073,0.140536,-0.0134627670049667,0.280956,1.7962,0.297968,0.68629,0.415999,,6.11238,-0.0216308,-0.0496318,999.0,,,,sa872871
Jake Stevenson,,0,0,0,6.01128,1,0,0,0,1,5,1,1,1,0,1,0,1,6.1938,6.9534,0.890758,1.312,0.143554,0.16116,-0.0176053494215011,0.272874,1.8549,0.298987,0.692811,0.426002,,6.11424,-0.0216517,-0.0496318,999.0,,,,sa1169857
Euri Montero,MIA,0,0,0,5.99265,1,0,0,0,1,5,1,1,1,0,1,0,1,4.9707,5.9598,0.834038,1.3,0.116421,0.139587,-0.0231660977005958,0.285101,1.8113,0.301358,0.684243,0.445137,,6.02611,-0.0216626,-0.0510874,999.0,,,,sa3015989
Malcolm Van Buren,ATL,0,0,0,5.87826,1,0,0,0,1,5,1,1,1,0,1,0,1,8.2422,8.2836,0.995002,1.246,0.188553,0.1895,-0.0009471029043197,0.253212,1.9038,0.298628,0.706968,0.39688,,6.00051,-0.0216899,-0.0470933,999.0,,,,sa918752
Jose Corniell,TEX,0,0,0,6.07302,1,0,0,0,1,5,1,1,1,0,1,0,1,5.5728,5.6376,0.988506,1.495,0.131048,0.132571,-0.001523807644844,0.280962,1.7616,0.297715,0.683172,0.411397,,6.08728,-0.0216959,-0.0516972,999.0,,,,sa3015213
Raimon Gomez,NYM,0,0,0,5.79978,1,0,0,0,1,5,1,1,1,0,1,0,1,5.9949,5.6961,1.05246,1.465,0.142056,0.134975,0.0070804059505462,0.273233,1.7284,0.293261,0.69503,0.400948,,5.93514,-0.0217013,-0.0555194,999.0,,,,sa3017645
Daniel Robert,TEX,0,0,0,4.40223,8,0,0,1,8,35,8,4,4,1,4,0,8,8.85094,4.16587,2.12463,1.226,0.22442,0.105628,0.118792250752449,0.243725,1.40879,0.293217,0.726514,0.381511,,4.41963,-0.0217059,-0.00601032,999.0,,,,sa3009856
Luis De La Rosa,BOS,0,0,0,6.3036,1,0,0,0,1,5,1,1,1,0,1,0,1,5.6367,5.8455,0.96428,1.446,0.131769,0.136651,-0.0048811435699462,0.285746,1.807,0.305418,0.672664,0.418722,,6.0551,-0.0217126,-0.0462556,999.0,,,,sa3009778
Hugo Beltran,BAL,0,0,0,5.76927,1,0,0,0,1,5,1,1,1,0,1,0,1,5.4306,5.7042,0.952035,1.364,0.128356,0.134822,-0.0064667165279388,0.278925,1.7548,0.297007,0.693754,0.43922,,5.92185,-0.0217199,-0.0521181,999.0,,,,sa3006354
Jacob Schlesener,,0,0,0,5.81949,1,0,0,0,1,5,1,1,1,0,1,0,1,6.372,7.767,0.820394,1.158,0.14613,0.178122,-0.0319917351007461,0.268846,1.919,0.299988,0.70592,0.445001,,6.1204,-0.0217209,-0.0496318,999.0,,,,sa875595
Daury Cabrera,KCR,0,0,0,6.1992,1,0,0,0,1,5,1,1,1,0,1,0,0,4.3443,5.6115,0.774178,1.369,0.102441,0.132322,-0.0298811495304107,0.291285,1.8,0.30092,0.672634,0.428758,,6.14348,-0.0217409,-0.0464895,999.0,,,,sa3005706
Angel Hernandez,CHC,0,0,0,5.82066,1,0,0,0,1,5,1,1,1,0,1,0,1,6.2118,7.29,0.852099,1.222,0.143552,0.168469,-0.0249168127775192,0.269877,1.8738,0.297842,0.702733,0.430132,,6.09574,-0.0217726,-0.0489311,999.0,,,,sa3015363
Daniel Martinez,OAK,0,0,0,5.77242,1,0,0,0,1,5,1,1,1,0,1,0,1,5.3613,5.4198,0.989206,1.393,0.127778,0.129172,-0.0013942271471023,0.276134,1.7098,0.292221,0.688093,0.398433,,5.88584,-0.0218345,-0.0563902,999.0,,,,sa3007734
Julio Rodriguez,SFG,0,0,0,5.93496,1,0,0,0,1,5,1,1,1,0,1,0,1,5.9175,6.8373,0.865473,1.173,0.137754,0.159166,-0.0214121043682098,0.277126,1.8587,0.304817,0.688806,0.45148,,5.91366,-0.0218378,-0.0500724,999.0,,,,sa3007992
Jose Miguel Gonzalez,,0,0,0,6.01812,1,0,0,0,1,5,1,1,1,0,1,0,1,5.3145,6.0759,0.874685,1.411,0.124762,0.142637,-0.0178745090961456,0.27974,1.7975,0.295748,0.687828,0.426986,,6.13164,-0.0218472,-0.0496318,999.0,,,,sa3003139
TomÃ¡s Alastre,,0,0,0,6.09129,1,0,0,0,1,5,1,1,1,0,1,0,1,5.9994,6.2595,0.958447,1.454,0.140189,0.146267,-0.0060778111219406,0.275556,1.7988,0.296543,0.687451,0.393001,,6.13275,-0.0218597,-0.0496318,999.0,,,,sa873529
Luis Moreno,SFG,0,0,0,6.00156,1,0,0,0,1,5,1,1,1,0,1,0,1,5.6835,6.408,0.886938,1.231,0.132752,0.149674,-0.0169224292039871,0.280807,1.8336,0.305284,0.683815,0.441381,,5.91594,-0.0218645,-0.0500724,999.0,,,,sa3002928
Justin Crump,,0,0,0,6.04314,1,0,0,0,1,5,1,1,1,0,1,0,1,5.5629,6.5223,0.852905,1.336,0.129418,0.151738,-0.0223199278116226,0.279182,1.8414,0.299458,0.689346,0.435004,,6.13431,-0.0218772,-0.0496318,999.0,,,,sa3014974
Yoelvis Reyes,,0,0,0,5.94153,1,0,0,0,1,5,1,1,1,0,1,0,1,5.5728,6.6789,0.834389,1.311,0.129459,0.155154,-0.0256951749324798,0.277472,1.8501,0.29809,0.696406,0.424015,,6.1371,-0.0219085,-0.0496318,999.0,,,,sa3006542
Jake Sweeney,PIT,0,0,0,6.03711,1,0,0,0,1,5,1,1,1,0,1,0,1,5.76,6.9237,0.831925,1.323,0.133028,0.159904,-0.0268759131431579,0.274539,1.8657,0.296077,0.694319,0.401838,,6.19563,-0.0219262,-0.048572,999.0,,,,sa3011134
Juan Mateo,,0,0,0,6.08112,1,0,0,0,1,5,1,1,1,0,1,0,1,5.2461,6.1344,0.855194,1.385,0.122587,0.143344,-0.0207570940256118,0.282938,1.8202,0.29954,0.686086,0.430014,,6.13959,-0.0219364,-0.0496318,999.0,,,,sa3015279
Levi Prater,STL,0,0,0,5.6295,1,0,0,0,1,5,1,1,1,0,1,0,1,6.4152,7.4889,0.856628,1.173,0.148686,0.173571,-0.0248852670192718,0.262184,1.8526,0.291938,0.708746,0.425695,,6.08626,-0.0219777,-0.0515767,999.0,,,,sa3014861
Wander Arias,KCR,0,0,0,6.21558,1,0,0,0,1,5,1,1,1,0,1,0,0,4.4235,5.3154,0.832205,1.454,0.104797,0.125928,-0.0211300700902938,0.289684,1.7624,0.297828,0.670346,0.404668,,6.16435,-0.0219798,-0.0464895,999.0,,,,sa3011440
Connor Sechler,,0,0,0,6.07329,1,0,0,0,1,5,1,1,1,0,1,0,1,6.2622,6.8319,0.916612,1.392,0.145504,0.158741,-0.0132371485233306,0.272421,1.8423,0.297061,0.692412,0.401997,,6.1489,-0.022041,-0.0496318,999.0,,,,sa3015145
Dayan Reinoso,LAA,0,0,0,6.19236,1,0,0,0,1,5,1,1,1,0,1,0,1,5.9616,6.7311,0.88568,1.483,0.138375,0.156236,-0.0178608745336532,0.27717,1.8555,0.297521,0.69208,0.420832,,6.30244,-0.0220709,-0.0495741,999.0,,,,sa3017900
Pedro GonzÃ¡lez,WSN,0,0,0,6.26598,1,0,0,0,1,5,1,1,1,0,1,0,1,4.7961,6.3351,0.757068,1.428,0.111485,0.147259,-0.0357740521430969,0.286034,1.8543,0.297788,0.682406,0.437693,,6.3836,-0.0220783,-0.0465365,999.0,,,,sa3002617
Tomas Reyes,CLE,0,0,0,5.87169,1,0,0,0,1,5,1,1,1,0,1,0,1,5.2407,5.8518,0.895571,1.401,0.123499,0.1379,-0.0144008547067642,0.280379,1.7764,0.296009,0.693374,0.428509,,6.0664,-0.0220893,-0.0514158,999.0,,,,sa3008445
Florencio Serrano,TEX,0,0,0,6.07329,1,0,0,0,1,5,1,1,1,0,1,0,1,5.5152,5.5944,0.985843,1.545,0.129996,0.131863,-0.0018667727708816,0.280294,1.7555,0.295079,0.686261,0.391465,,6.1243,-0.0220999,-0.0516874,999.0,,,,sa3010124
Miguel Alfonseca,NYM,0,0,0,5.81409,1,0,0,0,1,5,1,1,1,0,1,0,1,6.0633,6.1218,0.990444,1.392,0.142552,0.143927,-0.0013753771781921,0.272561,1.769,0.295021,0.696311,0.413288,,5.9696,-0.0221068,-0.0555289,999.0,,,,sa3009753
Wilkelma Castillo,SFG,0,0,0,6.00615,1,0,0,0,1,5,1,1,1,0,1,0,1,5.8158,6.2271,0.93395,1.316,0.136473,0.146125,-0.0096515268087387,0.277776,1.8017,0.300847,0.683975,0.412491,,5.94002,-0.0221461,-0.0500724,999.0,,,,sa3008487
Michael Valera,BOS,0,0,0,6.3099,1,0,0,0,1,5,1,1,1,0,1,0,1,5.9661,6.6402,0.898482,1.346,0.137874,0.153453,-0.0155782103538513,0.282573,1.8738,0.30752,0.678434,0.431754,,6.09425,-0.022165,-0.0462655,999.0,,,,sa3011862
Haydn King,,0,0,0,5.9598,1,0,0,0,1,5,1,1,1,0,1,0,1,5.5476,6.6267,0.837159,1.347,0.129008,0.154102,-0.0250941812992095,0.277065,1.8442,0.296425,0.697084,0.407997,,6.1632,-0.0222015,-0.0496318,999.0,,,,sa3015099
Jared Pettitte,,0,0,0,5.83362,1,0,0,0,1,5,1,1,1,0,1,0,1,6.1452,7.3791,0.832785,1.188,0.141748,0.17021,-0.0284616947174072,0.270343,1.8867,0.298534,0.70198,0.427059,,6.07553,-0.0222262,-0.0510874,999.0,,,,sa3017459
A.J. Franklin,,0,0,0,5.93874,1,0,0,0,1,5,1,1,1,0,1,0,1,5.8464,7.1046,0.822904,1.266,0.134912,0.163946,-0.0290342569351196,0.274558,1.8803,0.298531,0.699075,0.425014,,6.167,-0.0222442,-0.0496318,999.0,,,,sa3011419
Mason Cole,,0,0,0,6.07104,1,0,0,0,1,5,1,1,1,0,1,0,1,5.913,6.7455,0.876584,1.37,0.13739,0.156734,-0.0193433612585067,0.27538,1.847,0.297615,0.691357,0.416997,,6.16712,-0.0222456,-0.0496318,999.0,,,,sa3015274
Steffon Moore,,0,0,0,5.92488,1,0,0,0,1,5,1,1,1,0,1,0,1,6.2208,7.353,0.846022,1.271,0.143343,0.169432,-0.0260887444019317,0.270408,1.8863,0.297272,0.701769,0.415003,,6.16872,-0.0222635,-0.0496318,999.0,,,,sa3007857
Yamil Castillo,LAD,0,0,0,6.17058,1,0,0,0,1,5,1,1,1,0,1,0,1,6.0219,6.4395,0.93515,1.507,0.139979,0.149686,-0.0097071230411529,0.279542,1.8394,0.300399,0.692408,0.418115,,6.22951,-0.0222777,-0.0505732,999.0,,,,sa3008549
Matthew Peguero,TBR,0,0,0,5.76153,1,0,0,0,1,5,1,1,1,0,1,0,1,5.8266,5.427,1.07363,1.468,0.139466,0.129901,0.009564846754074,0.273387,1.6954,0.291744,0.691663,0.396427,,5.87668,-0.0222823,-0.0562033,999.0,,,,sa3003164
Junior William,TBR,0,0,0,5.68998,1,0,0,0,1,5,1,1,1,0,1,0,1,5.7699,6.1542,0.937555,1.288,0.13655,0.145644,-0.0090947747230529,0.273165,1.7672,0.295513,0.696623,0.439485,,5.87738,-0.0222905,-0.0562033,999.0,,,,sa3016072
Sam Romero,,0,0,0,5.76693,1,0,0,0,1,5,1,1,1,0,1,0,1,5.8239,5.778,1.00794,1.418,0.138476,0.137385,0.0010913759469985,0.269954,1.7182,0.288705,0.693032,0.374287,,5.92565,-0.0222991,-0.0563902,999.0,,,,sa3010302
Drake Nightengale,,0,0,0,6.11091,1,0,0,0,1,5,1,1,1,0,1,0,1,5.5539,6.2829,0.883971,1.428,0.129643,0.14666,-0.0170168131589889,0.279417,1.8201,0.29735,0.687624,0.410995,,6.1744,-0.0223273,-0.0496318,999.0,,,,sa3015039
Miguel Gil,ARI,0,0,0,6.19047,1,0,0,0,1,5,1,1,1,0,1,0,1,5.9202,6.8715,0.861559,1.269,0.1367,0.158666,-0.0219659060239791,0.280422,1.8846,0.306367,0.683084,0.438685,,6.07213,-0.0223283,-0.0470028,999.0,,,,sa3015329
Cole Bellair,MIN,0,0,0,6.00804,1,0,0,0,1,5,1,1,1,0,1,0,1,5.8446,6.2082,0.941432,1.374,0.136773,0.145282,-0.0085088461637496,0.276946,1.8011,0.298581,0.687743,0.405193,,6.0042,-0.0223331,-0.0529678,999.0,,,,sa3015313
Yerry Landinez,SDP,0,0,0,6.00813,1,0,0,0,1,5,1,1,1,0,1,0,1,5.5368,6.2748,0.882387,1.475,0.130174,0.147524,-0.0173508375883102,0.274091,1.7877,0.28961,0.692056,0.401316,,6.25479,-0.0223826,-0.0520679,999.0,,,,sa3007036
Nathanael Perez Gonzalez,TOR,0,0,0,6.0426,1,0,0,0,1,5,1,1,1,0,1,0,1,5.4801,6.3576,0.861976,1.441,0.128001,0.148497,-0.0204961001873016,0.277035,1.8144,0.29342,0.691277,0.433478,,6.24858,-0.0223903,-0.0521571,999.0,,,,sa3017137
Darvin Garcia,PIT,0,0,0,6.24096,1,0,0,0,1,5,1,1,1,0,1,0,1,5.3919,6.4305,0.838488,1.407,0.124917,0.148978,-0.0240617245435714,0.28121,1.848,0.298338,0.682572,0.408845,,6.24216,-0.0224525,-0.0485816,999.0,,,,sa3011716
Luis Mey,CIN,0,0,0,6.64551,1,0,0,0,1,5,1,1,1,0,1,0,1,6.2577,7.3629,0.849896,1.565,0.142596,0.167781,-0.0251845717430114,0.281939,1.9469,0.304644,0.683904,0.424546,,6.59929,-0.0225699,-0.0419301,999.0,,,,sa3010130
Juan Geraldo,MIL,0,0,0,6.13305,1,0,0,0,1,5,1,1,1,0,1,0,1,5.8077,6.3135,0.919886,1.535,0.135967,0.147809,-0.0118415504693984,0.275482,1.8023,0.292526,0.690556,0.396097,,6.28935,-0.0225827,-0.0479359,999.0,,,,sa3005885
Frainger Aranguren,CIN,0,0,0,6.70473,1,0,0,0,1,5,1,1,1,0,1,0,1,4.9887,5.7609,0.865958,1.759,0.115914,0.133856,-0.0179422870278358,0.29544,1.8504,0.303227,0.67416,0.413592,,6.60081,-0.0225861,-0.0419301,999.0,,,,sa3003132
Austin Faith,NYM,0,0,0,5.91642,1,0,0,0,1,5,1,1,1,0,1,0,1,6.0471,5.9751,1.01205,1.465,0.142412,0.140716,0.0016956329345703,0.274202,1.7629,0.295029,0.693024,0.405913,,6.01474,-0.0226245,-0.0555289,999.0,,,,sa3014803
Jose Romero,CHC,0,0,0,6.18354,1,0,0,0,1,5,1,1,1,0,1,0,1,5.6466,6.3027,0.895902,1.432,0.131807,0.147122,-0.0153151154518127,0.280743,1.8265,0.299874,0.68365,0.419162,,6.17158,-0.022631,-0.0489311,999.0,,,,sa3015483
Reyson Santos,,0,0,0,6.08625,1,0,0,0,1,5,1,1,1,0,1,0,1,5.8302,6.2928,0.926488,1.472,0.136293,0.147107,-0.010814219713211,0.274584,1.7974,0.293163,0.688718,0.39101,,6.20355,-0.0226544,-0.0496318,999.0,,,,sa3008266
Frander Veras,CHW,0,0,0,6.14169,1,0,0,0,1,5,1,1,1,0,1,0,1,5.607,6.7329,0.832776,1.444,0.129468,0.155465,-0.0259974896907806,0.279716,1.8706,0.297891,0.694906,0.442286,,6.34921,-0.0226968,-0.0512011,999.0,,,,sa3008723
Brady Schanuel,,0,0,0,6.11622,1,0,0,0,1,5,1,1,1,0,1,0,1,5.9769,6.5871,0.907364,1.436,0.139283,0.153503,-0.0142197906970977,0.273898,1.8233,0.29479,0.688346,0.407994,,6.20835,-0.0227083,-0.0496318,999.0,,,,sa918871
Dawel Rodriguez,,0,0,0,6.15051,1,0,0,0,1,5,1,1,1,0,1,0,1,5.5647,6.6312,0.839169,1.374,0.129108,0.153853,-0.0247442126274108,0.280134,1.8591,0.299701,0.688175,0.424994,,6.2086,-0.022711,-0.0496318,999.0,,,,sa3011894
Jake Zebron,,0,0,0,6.13476,1,0,0,0,1,5,1,1,1,0,1,0,1,5.2686,6.4854,0.812379,1.352,0.12229,0.150533,-0.0282431691884994,0.282662,1.8556,0.300257,0.686627,0.438001,,6.20932,-0.0227191,-0.0496318,999.0,,,,sa3007250
Homer Cruz,,0,0,0,6.13566,1,0,0,0,1,5,1,1,1,0,1,0,1,5.6952,6.822,0.834828,1.344,0.131751,0.157818,-0.0260670483112335,0.278577,1.871,0.299912,0.689258,0.430001,,6.21126,-0.0227409,-0.0496318,999.0,,,,sa3009499
Maikel Garrido,PHI,0,0,0,6.10272,1,0,0,0,1,5,1,1,1,0,1,0,1,5.8266,7.2459,0.804124,1.395,0.134065,0.166722,-0.0326568633317947,0.274215,1.8956,0.294701,0.69969,0.412638,,6.38923,-0.0227437,-0.0472441,999.0,,,,sa3008540
Sebastian Rodriguez,,0,0,0,6.17454,1,0,0,0,1,5,1,1,1,0,1,0,1,5.6565,6.5646,0.861667,1.405,0.131293,0.152371,-0.0210779160261154,0.279573,1.8506,0.299179,0.687359,0.415006,,6.21468,-0.0227792,-0.0496318,999.0,,,,sa3016232
Jean Carlos Lucas,,0,0,0,6.1488,1,0,0,0,1,5,1,1,1,0,1,0,1,5.7501,6.6042,0.870673,1.402,0.133466,0.15329,-0.0198245197534561,0.277768,1.8454,0.298022,0.688006,0.413011,,6.21504,-0.0227833,-0.0496318,999.0,,,,sa3005431
Karlo Seijas,WSN,0,0,0,6.39306,1,0,0,0,1,5,1,1,1,0,1,0,0,4.3938,4.7493,0.925147,1.798,0.10454,0.112998,-0.0084582418203353,0.290782,1.7195,0.290863,0.673561,0.368626,,6.44734,-0.0227878,-0.0465461,999.0,,,,sa3006369
Ludwin Jimenez,STL,0,0,0,5.86116,1,0,0,0,1,5,1,1,1,0,1,0,1,5.8671,6.543,0.896699,1.395,0.137939,0.15383,-0.015890821814537,0.268279,1.7863,0.287847,0.696999,0.394635,,6.15613,-0.0227878,-0.0515863,999.0,,,,sa3005856
Ryan Anderson,NYY,0,0,0,5.73174,1,0,0,0,1,5,1,1,1,0,1,0,1,5.7141,6.3846,0.894982,1.352,0.133075,0.14869,-0.0156151801347732,0.272338,1.7978,0.292142,0.703879,0.427628,,6.11902,-0.0227898,-0.0532298,999.0,,,,sa1172845
Christopher Soriano,PHI,0,0,0,6.08868,1,0,0,0,1,5,1,1,1,0,1,0,1,5.4891,7.3773,0.744053,1.321,0.125882,0.169185,-0.043302372097969,0.27779,1.9255,0.297461,0.700054,0.439046,,6.39364,-0.022792,-0.0472441,999.0,,,,sa3009514
Harrison Beethe,KCR,0,0,0,6.22737,1,0,0,0,1,5,1,1,1,0,1,0,1,5.6016,7.0434,0.795298,1.282,0.129586,0.16294,-0.0333541631698608,0.278519,1.8864,0.300588,0.682759,0.411288,,6.23911,-0.0227937,-0.04645,999.0,,,,sa3017721
Juan Mendez,MIN,0,0,0,6.00696,1,0,0,0,1,5,1,1,1,0,1,0,1,6.2775,6.7563,0.929133,1.342,0.145982,0.157116,-0.0111343711614608,0.271718,1.8326,0.297532,0.691753,0.402768,,6.04478,-0.0227974,-0.0529678,999.0,,,,sa3015336
Julio Frias,,0,0,0,5.90967,1,0,0,0,1,5,1,1,1,0,1,0,1,6.3729,7.6941,0.828284,1.23,0.14609,0.176377,-0.0302867740392684,0.267648,1.9074,0.296613,0.703411,0.422993,,6.2167,-0.0228019,-0.0496318,999.0,,,,sa873218
Luis Talavera,BOS,0,0,0,6.38802,1,0,0,0,1,5,1,1,1,0,1,0,1,4.7034,6.1182,0.768756,1.32,0.108807,0.141537,-0.0327295362949371,0.295538,1.8845,0.310544,0.672179,0.466911,,6.154,-0.0228392,-0.0462655,999.0,,,,sa3009212
